regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,8,1,0.125,4.0,0,0,128,512,176,90.256,119.231,113.955,0.8179
pure,8,1,0.125,4.0,0,0,512,2048,704,127.41,144.015,133.519,0.3679
pure,8,1,0.125,4.0,0,0,2048,8192,2816,153.313,206.337,163.391,0.1901
pure,8,1,0.125,4.0,0,0,8192,32768,11264,234.305,443.731,235.265,0.0046
mixed,8,1,0.125,4.0,16,0,128,512,176,105.84,137.233,132.017,0.8338
mixed,8,1,0.125,4.0,16,0,512,2048,704,139.873,168.017,161.681,0.7749
mixed,8,1,0.125,4.0,16,0,2048,8192,2816,182.947,283.536,281.569,0.9805
mixed,8,1,0.125,4.0,16,0,8192,32768,11264,341.108,744.13,742.162,0.9951
mixed,8,1,0.125,4.0,16,512,128,512,176,159.712,196.991,161.568,0.0498
mixed,8,1,0.125,4.0,16,512,512,2048,704,199.363,182.303,195.264,
mixed,8,1,0.125,4.0,16,512,2048,8192,2816,180.77,283.314,280.002,0.9677
mixed,8,1,0.125,4.0,16,512,8192,32768,11264,342.544,749.091,744.931,0.9898
mixed,8,1,0.125,4.0,16,2048,128,512,176,189.217,219.439,189.024,-0.0064
mixed,8,1,0.125,4.0,16,2048,512,2048,704,199.04,276.322,198.913,-0.0017
mixed,8,1,0.125,4.0,16,2048,2048,8192,2816,292.88,298.481,303.121,1.8283
mixed,8,1,0.125,4.0,16,2048,8192,32768,11264,342.675,750.017,743.667,0.9844
mixed,8,1,0.125,4.0,16,8192,128,512,176,305.777,334.385,304.914,-0.0302
mixed,8,1,0.125,4.0,16,8192,512,2048,704,349.585,453.809,335.33,-0.1368
mixed,8,1,0.125,4.0,16,8192,2048,8192,2816,422.979,588.993,463.684,0.2452
mixed,8,1,0.125,4.0,16,8192,8192,32768,11264,597.426,770.434,766.402,0.9767
mixed,8,1,0.125,4.0,16,16384,128,512,176,461.924,463.186,461.667,-0.204
mixed,8,1,0.125,4.0,16,16384,512,2048,704,463.154,609.509,461.696,-0.01
mixed,8,1,0.125,4.0,16,16384,2048,8192,2816,669.073,566.257,611.362,
mixed,8,1,0.125,4.0,16,16384,8192,32768,11264,573.346,772.242,767.38,0.9756
mixed,8,1,0.125,4.0,64,0,128,512,176,127.664,144.017,141.727,0.86
mixed,8,1,0.125,4.0,64,0,512,2048,704,159.039,259.154,256.705,0.9755
mixed,8,1,0.125,4.0,64,0,2048,8192,2816,318.642,718.833,714.289,0.9886
mixed,8,1,0.125,4.0,64,0,8192,32768,11264,944.82,2544.2,2537.322,0.9957
mixed,8,1,0.125,4.0,64,512,128,512,176,175.153,203.536,174.161,-0.0349
mixed,8,1,0.125,4.0,64,512,512,2048,704,217.632,320.447,257.056,0.3834
mixed,8,1,0.125,4.0,64,512,2048,8192,2816,378.593,777.172,716.018,0.8466
mixed,8,1,0.125,4.0,64,512,8192,32768,11264,1005.444,2602.024,2544.231,0.9638
mixed,8,1,0.125,4.0,64,2048,128,512,176,262.096,319.555,262.079,-0.0003
mixed,8,1,0.125,4.0,64,2048,512,2048,704,334.594,437.475,319.457,-0.1471
mixed,8,1,0.125,4.0,64,2048,2048,8192,2816,498.609,897.78,722.082,0.5598
mixed,8,1,0.125,4.0,64,2048,8192,32768,11264,1126.821,2723.659,2547.593,0.8897
mixed,8,1,0.125,4.0,64,8192,128,512,176,726.291,727.731,727.763,1.0222
mixed,8,1,0.125,4.0,64,8192,512,2048,704,727.426,790.579,729.427,0.0317
mixed,8,1,0.125,4.0,64,8192,2048,8192,2816,953.778,1360.022,900.803,-0.1304
mixed,8,1,0.125,4.0,64,8192,8192,32768,11264,1587.62,3185.402,2557.129,0.6068
mixed,8,1,0.125,4.0,64,16384,128,512,176,1326.132,1332.131,1325.539,-0.0988
mixed,8,1,0.125,4.0,64,16384,512,2048,704,1326.659,1331.7,1329.57,0.5776
mixed,8,1,0.125,4.0,64,16384,2048,8192,2816,1326.293,1955.513,1326.788,0.0008
mixed,8,1,0.125,4.0,64,16384,8192,32768,11264,2189.718,3780.172,2554.745,0.2295
mixed,8,1,0.125,4.0,256,0,128,512,176,277.714,285.839,283.011,0.6519
mixed,8,1,0.125,4.0,256,0,512,2048,704,299.169,326.609,322.882,0.8642
mixed,8,1,0.125,4.0,256,0,2048,8192,2816,387.745,788.099,784.53,0.9911
mixed,8,1,0.125,4.0,256,0,8192,32768,11264,1017.011,2616.487,2618.218,1.0011
mixed,8,1,0.125,4.0,256,512,128,512,176,433.97,434.194,433.697,-1.2165
mixed,8,1,0.125,4.0,256,512,512,2048,704,448.866,552.017,548.401,0.9649
mixed,8,1,0.125,4.0,256,512,2048,8192,2816,610.144,1008.435,1005.541,0.9927
mixed,8,1,0.125,4.0,256,512,8192,32768,11264,1239.591,2836.682,2828.235,0.9947
mixed,8,1,0.125,4.0,256,2048,128,512,176,897.746,900.212,899.173,0.5784
mixed,8,1,0.125,4.0,256,2048,512,2048,704,898.163,897.459,896.547,
mixed,8,1,0.125,4.0,256,2048,2048,8192,2816,956.837,1357.316,1356.708,0.9985
mixed,8,1,0.125,4.0,256,2048,8192,32768,11264,1587.637,3188.636,3180.233,0.9948
mixed,8,1,0.125,4.0,256,8192,128,512,176,2709.45,2709.226,2708.889,
mixed,8,1,0.125,4.0,256,8192,512,2048,704,2722.904,2701.305,2703.145,
mixed,8,1,0.125,4.0,256,8192,2048,8192,2816,2709.894,2711.146,2708.154,-1.3907
mixed,8,1,0.125,4.0,256,8192,8192,32768,11264,2936.445,4533.294,4534.864,1.001
mixed,8,1,0.125,4.0,256,16384,128,512,176,5109.439,5111.472,5130.194,10.2138
mixed,8,1,0.125,4.0,256,16384,512,2048,704,5108.416,5108.5,5113.28,58.2455
mixed,8,1,0.125,4.0,256,16384,2048,8192,2816,5109.539,5108.613,5121.823,
mixed,8,1,0.125,4.0,256,16384,8192,32768,11264,5113.616,6376.758,6340.739,0.9715
mixed,8,1,0.125,4.0,1024,0,128,512,176,665.298,669.299,666.27,0.2427
mixed,8,1,0.125,4.0,1024,0,512,2048,704,682.339,693.827,683.186,0.0737
mixed,8,1,0.125,4.0,1024,0,2048,8192,2816,706.244,760.896,713.269,0.1285
mixed,8,1,0.125,4.0,1024,0,8192,32768,11264,789.155,995.954,793.377,0.0204
mixed,8,1,0.125,4.0,1024,512,128,512,176,1072.611,1077.59,1070.658,-0.3921
mixed,8,1,0.125,4.0,1024,512,512,2048,704,1086.047,1104.612,1092.726,0.3598
mixed,8,1,0.125,4.0,1024,512,2048,8192,2816,1111.987,1163.924,1118.964,0.1343
mixed,8,1,0.125,4.0,1024,512,8192,32768,11264,1194.453,1405.14,1201.429,0.0331
mixed,8,1,0.125,4.0,1024,2048,128,512,176,1767.812,1778.63,1771.303,0.3227
mixed,8,1,0.125,4.0,1024,2048,512,2048,704,1787.605,1798.068,1793.72,0.5844
mixed,8,1,0.125,4.0,1024,2048,2048,8192,2816,1812.484,1863.314,1821.495,0.1773
mixed,8,1,0.125,4.0,1024,2048,8192,32768,11264,1891.768,2095.845,1896.948,0.0254
mixed,8,1,0.125,4.0,1024,8192,128,512,176,4561.535,4574.989,4552.493,-0.6721
mixed,8,1,0.125,4.0,1024,8192,512,2048,704,4575.598,4585.695,4577.676,0.2058
mixed,8,1,0.125,4.0,1024,8192,2048,8192,2816,4596.928,4655.136,4611.169,0.2447
mixed,8,1,0.125,4.0,1024,8192,8192,32768,11264,4695.861,4892.417,4708.479,0.0642
mixed,8,1,0.125,4.0,1024,16384,128,512,176,8231.309,8245.612,8232.077,0.0537
mixed,8,1,0.125,4.0,1024,16384,512,2048,704,8265.996,8268.699,8272.107,2.2612
mixed,8,1,0.125,4.0,1024,16384,2048,8192,2816,8274.973,8335.068,8306.267,0.5207
mixed,8,1,0.125,4.0,1024,16384,8192,32768,11264,8372.987,8565.597,8375.247,0.0117
mixed,8,1,0.125,4.0,4096,0,128,512,176,3702.286,3703.886,3707.566,3.3007
mixed,8,1,0.125,4.0,4096,0,512,2048,704,3715.055,3742.571,3714.685,-0.0134
mixed,8,1,0.125,4.0,4096,0,2048,8192,2816,3740.35,3789.885,3753.916,0.2739
mixed,8,1,0.125,4.0,4096,0,8192,32768,11264,3824.157,4029.969,3843.212,0.0926
mixed,8,1,0.125,4.0,4096,512,128,512,176,4826.29,4830.863,4828.657,0.5176
mixed,8,1,0.125,4.0,4096,512,512,2048,704,4843.026,4861.618,4852.813,0.5264
mixed,8,1,0.125,4.0,4096,512,2048,8192,2816,4867.517,4922.85,4876.37,0.16
mixed,8,1,0.125,4.0,4096,512,8192,32768,11264,4953.392,5161.315,4949.586,-0.0183
mixed,8,1,0.125,4.0,4096,2048,128,512,176,6775.172,6802.539,6781.815,0.2428
mixed,8,1,0.125,4.0,4096,2048,512,2048,704,6812.53,6807.892,6819.29,
mixed,8,1,0.125,4.0,4096,2048,2048,8192,2816,6820.954,6877.69,6862.374,0.73
mixed,8,1,0.125,4.0,4096,2048,8192,32768,11264,6901.74,7121.611,6913.114,0.0517
mixed,8,1,0.125,4.0,4096,8192,128,512,176,14652.337,14693.671,14650.086,-0.0544
mixed,8,1,0.125,4.0,4096,8192,512,2048,704,14854.597,14714.753,14669.154,
mixed,8,1,0.125,4.0,4096,8192,2048,8192,2816,14730.324,14733.509,14807.411,24.1993
mixed,8,1,0.125,4.0,4096,8192,8192,32768,11264,14783.146,15035.172,14792.918,0.0388
mixed,8,1,0.125,4.0,4096,16384,128,512,176,25892.562,25758.191,25650.99,
mixed,8,1,0.125,4.0,4096,16384,512,2048,704,25271.558,25634.197,25714.656,1.2219
mixed,8,1,0.125,4.0,4096,16384,2048,8192,2816,26865.764,25835.45,25315.441,
mixed,8,1,0.125,4.0,4096,16384,8192,32768,11264,25881.151,26543.726,26666.37,1.1851
pure,8,2,0.25,4.0,0,0,128,512,224,94.576,118.672,115.151,0.8539
pure,8,2,0.25,4.0,0,0,512,2048,896,134.401,141.905,140.05,0.7528
pure,8,2,0.25,4.0,0,0,2048,8192,3584,163.201,206.017,162.72,-0.0112
pure,8,2,0.25,4.0,0,0,8192,32768,14336,263.249,444.242,264.914,0.0092
mixed,8,2,0.25,4.0,16,0,128,512,224,110.08,137.25,132.849,0.838
mixed,8,2,0.25,4.0,16,0,512,2048,896,142.817,167.314,162.065,0.7857
mixed,8,2,0.25,4.0,16,0,2048,8192,3584,197.328,284.242,281.744,0.9713
mixed,8,2,0.25,4.0,16,0,8192,32768,14336,399.729,742.578,745.396,1.0082
mixed,8,2,0.25,4.0,16,512,128,512,224,165.313,197.519,164.481,-0.0258
mixed,8,2,0.25,4.0,16,512,512,2048,896,170.799,181.793,179.923,0.8298
mixed,8,2,0.25,4.0,16,512,2048,8192,3584,196.127,283.921,281.73,0.975
mixed,8,2,0.25,4.0,16,512,8192,32768,14336,399.648,746.003,745.699,0.9991
mixed,8,2,0.25,4.0,16,2048,128,512,224,193.569,219.265,189.826,-0.1457
mixed,8,2,0.25,4.0,16,2048,512,2048,896,200.145,276.304,201.185,0.0137
mixed,8,2,0.25,4.0,16,2048,2048,8192,3584,220.961,298.737,296.192,0.9673
mixed,8,2,0.25,4.0,16,2048,8192,32768,14336,401.919,750.914,747.812,0.9911
mixed,8,2,0.25,4.0,16,8192,128,512,224,305.665,336.8,304.916,-0.0241
mixed,8,2,0.25,4.0,16,8192,512,2048,896,364.8,454.545,336.353,-0.317
mixed,8,2,0.25,4.0,16,8192,2048,8192,3584,452.85,590.098,467.315,0.1054
mixed,8,2,0.25,4.0,16,8192,8192,32768,14336,460.416,767.827,758.896,0.9709
mixed,8,2,0.25,4.0,16,16384,128,512,224,462.448,462.785,461.841,-1.797
mixed,8,2,0.25,4.0,16,16384,512,2048,896,462.881,610.162,462.578,-0.0021
mixed,8,2,0.25,4.0,16,16384,2048,8192,3584,726.194,565.761,778.038,
mixed,8,2,0.25,4.0,16,16384,8192,32768,14336,893.267,774.45,794.195,
mixed,8,2,0.25,4.0,64,0,128,512,224,126.272,143.217,141.505,0.8989
mixed,8,2,0.25,4.0,64,0,512,2048,896,172.753,260.466,256.017,0.9493
mixed,8,2,0.25,4.0,64,0,2048,8192,3584,374.033,717.843,714.563,0.9905
mixed,8,2,0.25,4.0,64,0,8192,32768,14336,1173.619,2543.546,2541.369,0.9984
mixed,8,2,0.25,4.0,64,512,128,512,224,179.107,203.681,174.561,-0.185
mixed,8,2,0.25,4.0,64,512,512,2048,896,232.544,320.434,258.002,0.2897
mixed,8,2,0.25,4.0,64,512,2048,8192,3584,435.855,777.554,718.451,0.827
mixed,8,2,0.25,4.0,64,512,8192,32768,14336,1232.643,2600.729,2544.602,0.959
mixed,8,2,0.25,4.0,64,2048,128,512,224,262.515,318.579,262.256,-0.0046
mixed,8,2,0.25,4.0,64,2048,512,2048,896,350.209,438.579,320.851,-0.3322
mixed,8,2,0.25,4.0,64,2048,2048,8192,3584,554.883,897.395,725.313,0.4976
mixed,8,2,0.25,4.0,64,2048,8192,32768,14336,1353.524,2722.984,2569.191,0.8877
mixed,8,2,0.25,4.0,64,8192,128,512,224,726.915,728.065,726.817,-0.0861
mixed,8,2,0.25,4.0,64,8192,512,2048,896,727.955,790.243,727.235,-0.0116
mixed,8,2,0.25,4.0,64,8192,2048,8192,3584,1011.7,1364.004,898.834,-0.3204
mixed,8,2,0.25,4.0,64,8192,8192,32768,14336,1817.032,3181.787,2564.423,0.5476
mixed,8,2,0.25,4.0,64,16384,128,512,224,1326.114,1324.58,1324.211,
mixed,8,2,0.25,4.0,64,16384,512,2048,896,1323.925,1325.124,1325.492,1.3073
mixed,8,2,0.25,4.0,64,16384,2048,8192,3584,1326.468,1957.497,1324.645,-0.0029
mixed,8,2,0.25,4.0,64,16384,8192,32768,14336,2414.615,3783.148,2557.113,0.1041
mixed,8,2,0.25,4.0,256,0,128,512,224,281.505,285.409,281.473,-0.0083
mixed,8,2,0.25,4.0,256,0,512,2048,896,298.065,328.56,324.339,0.8616
mixed,8,2,0.25,4.0,256,0,2048,8192,3584,445.236,788.726,786.483,0.9935
mixed,8,2,0.25,4.0,256,0,8192,32768,14336,1248.099,2627.637,2611.946,0.9886
mixed,8,2,0.25,4.0,256,512,128,512,224,432.656,435.986,432.48,-0.0529
mixed,8,2,0.25,4.0,256,512,512,2048,896,463.874,551.315,549.202,0.9758
mixed,8,2,0.25,4.0,256,512,2048,8192,3584,669.299,1012.835,1009.508,0.9903
mixed,8,2,0.25,4.0,256,512,8192,32768,14336,1463.189,2835.642,2830.939,0.9966
mixed,8,2,0.25,4.0,256,2048,128,512,224,899.585,896.578,895.99,
mixed,8,2,0.25,4.0,256,2048,512,2048,896,896.593,895.876,897.121,
mixed,8,2,0.25,4.0,256,2048,2048,8192,3584,1013.654,1356.915,1355.14,0.9948
mixed,8,2,0.25,4.0,256,2048,8192,32768,14336,1823.399,3180.076,3176.045,0.997
mixed,8,2,0.25,4.0,256,8192,128,512,224,2704.727,2709.738,2704.203,-0.1047
mixed,8,2,0.25,4.0,256,8192,512,2048,896,2715.258,2710.634,2704.939,
mixed,8,2,0.25,4.0,256,8192,2048,8192,3584,2701.113,2712.2,2707.05,0.5355
mixed,8,2,0.25,4.0,256,8192,8192,32768,14336,3166.921,4532.126,4532.925,1.0006
mixed,8,2,0.25,4.0,256,16384,128,512,224,5107.685,5114.485,5117.554,1.4515
mixed,8,2,0.25,4.0,256,16384,512,2048,896,5115.905,5121.952,5109.981,-0.9798
mixed,8,2,0.25,4.0,256,16384,2048,8192,3584,5113.887,5109.876,5111.681,
mixed,8,2,0.25,4.0,256,16384,8192,32768,14336,5123.62,6351.11,6336.051,0.9877
mixed,8,2,0.25,4.0,1024,0,128,512,224,662.033,670.757,665.426,0.3889
mixed,8,2,0.25,4.0,1024,0,512,2048,896,686.899,695.281,691.057,0.4961
mixed,8,2,0.25,4.0,1024,0,2048,8192,3584,715.476,757.639,715.815,0.0081
mixed,8,2,0.25,4.0,1024,0,8192,32768,14336,817.504,999.556,823.154,0.031
mixed,8,2,0.25,4.0,1024,512,128,512,224,1070.101,1074.81,1075.847,1.2205
mixed,8,2,0.25,4.0,1024,512,512,2048,896,1091.569,1098.708,1098.196,0.9282
mixed,8,2,0.25,4.0,1024,512,2048,8192,3584,1120.035,1165.043,1121.14,0.0246
mixed,8,2,0.25,4.0,1024,512,8192,32768,14336,1225.444,1400.245,1220.596,-0.0277
mixed,8,2,0.25,4.0,1024,2048,128,512,224,1771.425,1776.008,1772.42,0.2171
mixed,8,2,0.25,4.0,1024,2048,512,2048,896,1791.304,1799.239,1789.925,-0.1739
mixed,8,2,0.25,4.0,1024,2048,2048,8192,3584,1820.984,1871.523,1821.699,0.0142
mixed,8,2,0.25,4.0,1024,2048,8192,32768,14336,1921.173,2094.823,1921.353,0.001
mixed,8,2,0.25,4.0,1024,8192,128,512,224,4561.694,4565.664,4555.52,-1.5552
mixed,8,2,0.25,4.0,1024,8192,512,2048,896,4575.569,4588.301,4589.532,1.0967
mixed,8,2,0.25,4.0,1024,8192,2048,8192,3584,4613.597,4651.116,4601.904,-0.3117
mixed,8,2,0.25,4.0,1024,8192,8192,32768,14336,4709.075,4882.354,4712.483,0.0197
mixed,8,2,0.25,4.0,1024,16384,128,512,224,8264.426,8283.206,8269.58,0.2744
mixed,8,2,0.25,4.0,1024,16384,512,2048,896,8262.617,8274.689,8274.796,1.0089
mixed,8,2,0.25,4.0,1024,16384,2048,8192,3584,8292.088,8343.18,8296.604,0.0884
mixed,8,2,0.25,4.0,1024,16384,8192,32768,14336,8399.944,8573.902,8389.403,-0.0606
mixed,8,2,0.25,4.0,4096,0,128,512,224,3705.241,3705.072,3703.646,
mixed,8,2,0.25,4.0,4096,0,512,2048,896,3719.294,3731.135,3719.211,-0.007
mixed,8,2,0.25,4.0,4096,0,2048,8192,3584,3763.376,3789.408,3746.909,-0.6326
mixed,8,2,0.25,4.0,4096,0,8192,32768,14336,3860.238,4028.941,3857.199,-0.018
