regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,1024,512,8192,32768,20480,777.504,811.662,785.892,0.2456
mixed,2,1,0.5,4.0,1024,2048,128,512,320,1148.386,1150.819,1147.536,-0.3492
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,1151.312,1154.898,1152.896,0.4417
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,1154.484,1164.257,1160.913,0.6579
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,1171.378,1169.871,1168.494,
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,1179.892,1184.9,1192.658,2.5488
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,1203.701,1211.553,1210.911,0.9182
mixed,2,1,0.5,4.0,1024,2048,8192,32768,20480,1221.973,1252.673,1225.346,0.1099
mixed,2,1,0.5,4.0,1024,8192,128,512,320,2883.896,2885.414,2881.284,-1.7207
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,2886.551,2881.748,2886.984,
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,2888.839,2892.531,2885.412,-0.9282
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,2899.796,2906.632,2909.108,1.3622
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,2903.347,2916.37,2915.863,0.961
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,2932.617,2946.532,2942.659,0.7217
mixed,2,1,0.5,4.0,1024,8192,8192,32768,20480,2952.74,2985.273,2956.676,0.121
mixed,2,1,0.5,4.0,1024,16384,128,512,320,5166.219,5168.807,5173.956,2.9888
mixed,2,1,0.5,4.0,1024,16384,256,1024,640,5164.626,5172.454,5165.573,0.121
mixed,2,1,0.5,4.0,1024,16384,512,2048,1280,5176.823,5188.005,5178.248,0.1274
mixed,2,1,0.5,4.0,1024,16384,1024,4096,2560,5192.523,5185.05,5196.713,
mixed,2,1,0.5,4.0,1024,16384,2048,8192,5120,5206.282,5205.389,5200.552,
mixed,2,1,0.5,4.0,1024,16384,4096,16384,10240,5221.835,5228.011,5229.479,1.2379
mixed,2,1,0.5,4.0,1024,16384,8192,32768,20480,5235.307,5270.124,5244.949,0.2769
mixed,2,1,0.5,4.0,4096,0,128,512,320,2175.73,2170.724,2170.452,
mixed,2,1,0.5,4.0,4096,0,256,1024,640,2173.236,2174.964,2172.918,-0.1843
mixed,2,1,0.5,4.0,4096,0,512,2048,1280,2187.831,2185.369,2186.597,
mixed,2,1,0.5,4.0,4096,0,1024,4096,2560,2194.068,2191.594,2184.999,
mixed,2,1,0.5,4.0,4096,0,2048,8192,5120,2200.467,2208.037,2206.916,0.8519
mixed,2,1,0.5,4.0,4096,0,4096,16384,10240,2228.117,2232.053,2231.716,0.9144
mixed,2,1,0.5,4.0,4096,0,8192,32768,20480,2241.702,2271.023,2247.157,0.186
mixed,2,1,0.5,4.0,4096,512,128,512,320,2810.323,2804.57,2810.628,
mixed,2,1,0.5,4.0,4096,512,256,1024,640,2805.349,2812.037,2808.356,0.4496
mixed,2,1,0.5,4.0,4096,512,512,2048,1280,2812.441,2819.238,2823.193,1.5819
mixed,2,1,0.5,4.0,4096,512,1024,4096,2560,2828.661,2825.142,2824.31,
mixed,2,1,0.5,4.0,4096,512,2048,8192,5120,2838.984,2842.578,2850.164,3.1107
mixed,2,1,0.5,4.0,4096,512,4096,16384,10240,2860.083,2865.269,2863.41,0.6415
mixed,2,1,0.5,4.0,4096,512,8192,32768,20480,2879.108,2904.421,2879.11,0.0001
mixed,2,1,0.5,4.0,4096,2048,128,512,320,3884.998,3884.183,3880.213,
mixed,2,1,0.5,4.0,4096,2048,256,1024,640,3888.055,3891.856,3897.29,2.4296
mixed,2,1,0.5,4.0,4096,2048,512,2048,1280,3892.84,3892.934,3891.461,-14.5979
mixed,2,1,0.5,4.0,4096,2048,1024,4096,2560,3908.817,3902.694,3920.12,
mixed,2,1,0.5,4.0,4096,2048,2048,8192,5120,3923.477,3924.729,3919.157,-3.4497
mixed,2,1,0.5,4.0,4096,2048,4096,16384,10240,3940.419,3945.991,3939.715,-0.1264
mixed,2,1,0.5,4.0,4096,2048,8192,32768,20480,3949.438,3986.26,3965.608,0.4391
mixed,2,1,0.5,4.0,4096,8192,128,512,320,8187.182,8188.95,8177.584,-5.4287
mixed,2,1,0.5,4.0,4096,8192,256,1024,640,8183.361,8183.391,8185.744,79.4167
mixed,2,1,0.5,4.0,4096,8192,512,2048,1280,8191.094,8201.423,8218.162,2.6206
mixed,2,1,0.5,4.0,4096,8192,1024,4096,2560,8207.859,8204.448,8218.061,
mixed,2,1,0.5,4.0,4096,8192,2048,8192,5120,8213.734,8221.442,8224.705,1.4234
mixed,2,1,0.5,4.0,4096,8192,4096,16384,10240,8259.597,8250.398,8252.688,
mixed,2,1,0.5,4.0,4096,8192,8192,32768,20480,8246.626,8282.862,8253.713,0.1956
mixed,2,1,0.5,4.0,4096,16384,128,512,320,13896.938,13929.627,13907.14,0.3121
mixed,2,1,0.5,4.0,4096,16384,256,1024,640,13903.162,13908.327,13920.248,3.3078
mixed,2,1,0.5,4.0,4096,16384,512,2048,1280,13923.946,13844.353,13912.139,
mixed,2,1,0.5,4.0,4096,16384,1024,4096,2560,13947.506,13930.43,13856.124,
mixed,2,1,0.5,4.0,4096,16384,2048,8192,5120,13955.674,13937.763,13943.008,
mixed,2,1,0.5,4.0,4096,16384,4096,16384,10240,13876.014,13896.51,13943.425,3.2891
mixed,2,1,0.5,4.0,4096,16384,8192,32768,20480,13993.469,14004.16,14012.515,1.7814
pure,4,1,0.25,4.0,0,0,128,512,224,79.917,96.014,94.975,0.9355
pure,4,1,0.25,4.0,0,0,256,1024,448,95.761,98.832,97.824,0.6719
pure,4,1,0.25,4.0,0,0,512,2048,896,96.911,110.399,103.089,0.458
pure,4,1,0.25,4.0,0,0,1024,4096,1792,103.135,125.6,112.927,0.4359
pure,4,1,0.25,4.0,0,0,2048,8192,3584,141.584,149.599,166.495,3.1082
pure,4,1,0.25,4.0,0,0,4096,16384,7168,152.383,178.226,175.216,0.8835
pure,4,1,0.25,4.0,0,0,8192,32768,14336,172.722,219.041,190.385,0.3813
mixed,4,1,0.25,4.0,16,0,128,512,224,94.641,111.728,112.592,1.0506
mixed,4,1,0.25,4.0,16,0,256,1024,448,112.241,117.423,117.12,0.9415
mixed,4,1,0.25,4.0,16,0,512,2048,896,114.176,132.449,127.744,0.7425
mixed,4,1,0.25,4.0,16,0,1024,4096,1792,126.353,146.785,147.007,1.0109
mixed,4,1,0.25,4.0,16,0,2048,8192,3584,142.608,186.512,185.665,0.9807
mixed,4,1,0.25,4.0,16,0,4096,16384,7168,178.032,264.674,264.337,0.9961
mixed,4,1,0.25,4.0,16,0,8192,32768,14336,246.4,417.937,418.465,1.0031
mixed,4,1,0.25,4.0,16,512,128,512,224,126.382,127.585,126.573,0.1592
mixed,4,1,0.25,4.0,16,512,256,1024,448,128.096,127.425,126.814,
mixed,4,1,0.25,4.0,16,512,512,2048,896,128.305,136.178,133.73,0.6891
mixed,4,1,0.25,4.0,16,512,1024,4096,1792,134.833,156.176,152.353,0.8209
mixed,4,1,0.25,4.0,16,512,2048,8192,3584,150.992,195.296,193.698,0.9639
mixed,4,1,0.25,4.0,16,512,4096,16384,7168,185.296,269.248,271.824,1.0307
mixed,4,1,0.25,4.0,16,512,8192,32768,14336,248.465,422.944,419.727,0.9816
mixed,4,1,0.25,4.0,16,2048,128,512,224,144.59,145.632,145.391,0.7695
mixed,4,1,0.25,4.0,16,2048,256,1024,448,145.023,147.888,143.935,-0.38
mixed,4,1,0.25,4.0,16,2048,512,2048,896,149.216,149.728,145.248,-7.7424
mixed,4,1,0.25,4.0,16,2048,1024,4096,1792,148.977,157.52,154.367,0.6308
mixed,4,1,0.25,4.0,16,2048,2048,8192,3584,152.783,197.2,192.193,0.8873
mixed,4,1,0.25,4.0,16,2048,4096,16384,7168,187.841,274.751,273.616,0.9869
mixed,4,1,0.25,4.0,16,2048,8192,32768,14336,252.976,427.984,427.266,0.9959
mixed,4,1,0.25,4.0,16,8192,128,512,224,210.288,209.616,210.687,
mixed,4,1,0.25,4.0,16,8192,256,1024,448,209.857,209.489,210.433,
mixed,4,1,0.25,4.0,16,8192,512,2048,896,210.865,212.16,203.344,-5.8073
mixed,4,1,0.25,4.0,16,8192,1024,4096,1792,211.761,212.64,211.168,-0.6742
mixed,4,1,0.25,4.0,16,8192,2048,8192,3584,214.946,228.578,212.927,-0.1481
mixed,4,1,0.25,4.0,16,8192,4096,16384,7168,304.096,276.656,273.745,
mixed,4,1,0.25,4.0,16,8192,8192,32768,14336,258.144,431.459,426.962,0.9741
mixed,4,1,0.25,4.0,16,16384,128,512,224,285.649,286.705,285.727,0.0739
mixed,4,1,0.25,4.0,16,16384,256,1024,448,286.431,285.953,285.854,
mixed,4,1,0.25,4.0,16,16384,512,2048,896,286.88,287.248,286.065,-2.2163
mixed,4,1,0.25,4.0,16,16384,1024,4096,1792,286.224,299.041,280.096,-0.4782
mixed,4,1,0.25,4.0,16,16384,2048,8192,3584,298.862,300.767,299.201,0.1782
mixed,4,1,0.25,4.0,16,16384,4096,16384,7168,301.441,331.904,301.345,-0.0032
mixed,4,1,0.25,4.0,16,16384,8192,32768,14336,495.985,438.833,432.896,
mixed,4,1,0.25,4.0,64,0,128,512,224,98.528,130.207,129.823,0.9879
mixed,4,1,0.25,4.0,64,0,256,1024,448,126.911,148.848,148.319,0.9759
mixed,4,1,0.25,4.0,64,0,512,2048,896,143.342,186.782,187.824,1.024
mixed,4,1,0.25,4.0,64,0,1024,4096,1792,177.376,265.472,263.856,0.9817
mixed,4,1,0.25,4.0,64,0,2048,8192,3584,246.578,419.985,419.6,0.9978
mixed,4,1,0.25,4.0,64,0,4096,16384,7168,382.033,729.617,731.554,1.0056
mixed,4,1,0.25,4.0,64,0,8192,32768,14336,650.591,1341.876,1342.083,1.0003
mixed,4,1,0.25,4.0,64,512,128,512,224,171.185,210.355,172.193,0.0257
mixed,4,1,0.25,4.0,64,512,256,1024,448,206.097,228.993,195.921,-0.4445
mixed,4,1,0.25,4.0,64,512,512,2048,896,224.064,267.264,222.897,-0.027
mixed,4,1,0.25,4.0,64,512,1024,4096,1792,259.601,343.728,300.225,0.4829
mixed,4,1,0.25,4.0,64,512,2048,8192,3584,325.714,419.776,452.464,1.3475
mixed,4,1,0.25,4.0,64,512,4096,16384,7168,381.601,729.711,727.425,0.9934
mixed,4,1,0.25,4.0,64,512,8192,32768,14336,651.2,1342.835,1339.17,0.9947
mixed,4,1,0.25,4.0,64,2048,128,512,224,230.785,230.127,232.127,
mixed,4,1,0.25,4.0,64,2048,256,1024,448,230.382,230.257,231.569,
mixed,4,1,0.25,4.0,64,2048,512,2048,896,232.546,328.384,231.887,-0.0069
mixed,4,1,0.25,4.0,64,2048,1024,4096,1792,310.673,405.182,315.12,0.0471
mixed,4,1,0.25,4.0,64,2048,2048,8192,3584,385.375,560.274,457.073,0.4099
mixed,4,1,0.25,4.0,64,2048,4096,16384,7168,520.496,866.931,763.264,0.7008
mixed,4,1,0.25,4.0,64,2048,8192,32768,14336,790.657,1342.657,1378.851,1.0656
mixed,4,1,0.25,4.0,64,8192,128,512,224,467.296,466.577,465.791,
mixed,4,1,0.25,4.0,64,8192,256,1024,448,466.064,466.56,466.272,0.4185
mixed,4,1,0.25,4.0,64,8192,512,2048,896,465.568,465.554,467.28,
mixed,4,1,0.25,4.0,64,8192,1024,4096,1792,467.65,466.176,465.569,
mixed,4,1,0.25,4.0,64,8192,2048,8192,3584,466.481,795.683,469.601,0.0095
mixed,4,1,0.25,4.0,64,8192,4096,16384,7168,720.577,1104.802,783.955,0.165
mixed,4,1,0.25,4.0,64,8192,8192,32768,14336,1025.428,1719.714,1390.37,0.5256
mixed,4,1,0.25,4.0,64,16384,128,512,224,774.225,774.737,775.216,1.9374
mixed,4,1,0.25,4.0,64,16384,256,1024,448,775.425,775.251,774.721,
mixed,4,1,0.25,4.0,64,16384,512,2048,896,775.969,776.178,775.778,-0.9093
mixed,4,1,0.25,4.0,64,16384,1024,4096,1792,776.0,775.299,776.159,
mixed,4,1,0.25,4.0,64,16384,2048,8192,3584,776.45,775.953,777.297,
mixed,4,1,0.25,4.0,64,16384,4096,16384,7168,777.427,1409.954,781.266,0.0061
mixed,4,1,0.25,4.0,64,16384,8192,32768,14336,1259.187,2025.684,1396.388,0.179
mixed,4,1,0.25,4.0,256,0,128,512,224,149.969,150.804,149.375,-0.7108
mixed,4,1,0.25,4.0,256,0,256,1024,448,150.449,186.355,182.497,0.8926
mixed,4,1,0.25,4.0,256,0,512,2048,896,176.463,261.888,259.487,0.9719
mixed,4,1,0.25,4.0,256,0,1024,4096,1792,242.208,415.776,413.329,0.9859
mixed,4,1,0.25,4.0,256,0,2048,8192,3584,378.673,724.69,722.274,0.993
mixed,4,1,0.25,4.0,256,0,4096,16384,7168,648.066,1332.755,1330.514,0.9967
mixed,4,1,0.25,4.0,256,0,8192,32768,14336,1186.387,2560.403,2555.14,0.9962
mixed,4,1,0.25,4.0,256,512,128,512,224,224.736,224.929,224.61,-0.6571
mixed,4,1,0.25,4.0,256,512,256,1024,448,224.832,263.393,261.456,0.9498
mixed,4,1,0.25,4.0,256,512,512,2048,896,252.704,343.535,340.337,0.9648
mixed,4,1,0.25,4.0,256,512,1024,4096,1792,322.848,498.144,494.29,0.978
mixed,4,1,0.25,4.0,256,512,2048,8192,3584,460.208,806.753,801.826,0.9858
mixed,4,1,0.25,4.0,256,512,4096,16384,7168,728.017,1417.507,1414.309,0.9954
mixed,4,1,0.25,4.0,256,512,8192,32768,14336,1262.914,2634.596,2638.069,1.0025
mixed,4,1,0.25,4.0,256,2048,128,512,224,464.177,464.081,463.791,
mixed,4,1,0.25,4.0,256,2048,256,1024,448,463.856,465.136,464.08,0.1746
mixed,4,1,0.25,4.0,256,2048,512,2048,896,464.32,466.721,464.833,0.2134
mixed,4,1,0.25,4.0,256,2048,1024,4096,1792,465.203,622.112,617.875,0.973
mixed,4,1,0.25,4.0,256,2048,2048,8192,3584,583.087,928.449,926.946,0.9956
mixed,4,1,0.25,4.0,256,2048,4096,16384,7168,852.643,1537.521,1541.811,1.0063
mixed,4,1,0.25,4.0,256,2048,8192,32768,14336,1390.722,2763.042,2757.319,0.9958
mixed,4,1,0.25,4.0,256,8192,128,512,224,1377.682,1380.592,1376.211,-0.5056
mixed,4,1,0.25,4.0,256,8192,256,1024,448,1379.523,1376.785,1376.418,
mixed,4,1,0.25,4.0,256,8192,512,2048,896,1380.402,1379.522,1377.409,
mixed,4,1,0.25,4.0,256,8192,1024,4096,1792,1379.043,1377.266,1378.61,
mixed,4,1,0.25,4.0,256,8192,2048,8192,3584,1377.153,1389.921,1385.587,0.6605
mixed,4,1,0.25,4.0,256,8192,4096,16384,7168,1376.307,2001.62,1999.489,0.9966
mixed,4,1,0.25,4.0,256,8192,8192,32768,14336,1843.828,3229.014,3211.476,0.9873
mixed,4,1,0.25,4.0,256,16384,128,512,224,2576.755,2580.376,2579.139,0.6584
mixed,4,1,0.25,4.0,256,16384,256,1024,448,2578.165,2578.981,2580.773,3.1928
mixed,4,1,0.25,4.0,256,16384,512,2048,896,2594.774,2586.965,2581.91,
mixed,4,1,0.25,4.0,256,16384,1024,4096,1792,2580.964,2591.683,2585.076,0.3836
mixed,4,1,0.25,4.0,256,16384,2048,8192,3584,2585.909,2576.291,2583.319,
mixed,4,1,0.25,4.0,256,16384,4096,16384,7168,2581.522,2608.276,2590.677,0.3422
mixed,4,1,0.25,4.0,256,16384,8192,32768,14336,2583.301,3815.077,3809.815,0.9957
mixed,4,1,0.25,4.0,1024,0,128,512,224,447.519,448.717,447.507,-0.0096
mixed,4,1,0.25,4.0,1024,0,256,1024,448,448.448,456.977,453.857,0.6342
mixed,4,1,0.25,4.0,1024,0,512,2048,896,454.925,466.401,457.922,0.2611
mixed,4,1,0.25,4.0,1024,0,1024,4096,1792,460.787,482.93,469.617,0.3988
mixed,4,1,0.25,4.0,1024,0,2048,8192,3584,495.808,509.091,521.105,1.9044
mixed,4,1,0.25,4.0,1024,0,4096,16384,7168,506.338,540.399,529.999,0.6947
mixed,4,1,0.25,4.0,1024,0,8192,32768,14336,531.938,587.362,546.561,0.2638
