regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,16,8,0.5,4.0,16,0,128,512,320,94.432,93.648,88.019,
mixed,16,8,0.5,4.0,16,0,256,1024,640,97.728,102.352,97.314,-0.0897
mixed,16,8,0.5,4.0,16,0,512,2048,1280,106.176,117.055,107.12,0.0868
mixed,16,8,0.5,4.0,16,0,1024,4096,2560,124.413,144.608,126.401,0.0984
mixed,16,8,0.5,4.0,16,0,2048,8192,5120,157.474,195.712,156.975,-0.013
mixed,16,8,0.5,4.0,16,0,4096,16384,10240,222.512,300.656,225.602,0.0395
mixed,16,8,0.5,4.0,16,0,8192,32768,20480,351.503,498.705,346.049,-0.0371
mixed,16,8,0.5,4.0,16,512,128,512,320,103.744,105.295,103.295,-0.2891
mixed,16,8,0.5,4.0,16,512,256,1024,640,107.632,111.857,108.576,0.2233
mixed,16,8,0.5,4.0,16,512,512,2048,1280,108.225,122.05,108.721,0.0358
mixed,16,8,0.5,4.0,16,512,1024,4096,2560,123.134,145.362,127.872,0.2131
mixed,16,8,0.5,4.0,16,512,2048,8192,5120,157.617,195.825,159.186,0.0411
mixed,16,8,0.5,4.0,16,512,4096,16384,10240,221.873,301.28,224.832,0.0373
mixed,16,8,0.5,4.0,16,512,8192,32768,20480,351.506,502.561,348.08,-0.0227
mixed,16,8,0.5,4.0,16,2048,128,512,320,118.239,118.256,117.775,-27.2647
mixed,16,8,0.5,4.0,16,2048,256,1024,640,115.952,118.368,115.52,-0.1788
mixed,16,8,0.5,4.0,16,2048,512,2048,1280,120.111,128.801,120.657,0.0629
mixed,16,8,0.5,4.0,16,2048,1024,4096,2560,133.889,147.201,133.697,-0.0144
mixed,16,8,0.5,4.0,16,2048,2048,8192,5120,159.103,197.938,160.239,0.0293
mixed,16,8,0.5,4.0,16,2048,4096,16384,10240,222.241,302.16,226.591,0.0544
mixed,16,8,0.5,4.0,16,2048,8192,32768,20480,352.306,505.503,350.641,-0.0109
mixed,16,8,0.5,4.0,16,8192,128,512,320,142.514,140.29,140.019,
mixed,16,8,0.5,4.0,16,8192,256,1024,640,143.553,139.856,144.017,
mixed,16,8,0.5,4.0,16,8192,512,2048,1280,142.275,150.478,141.311,-0.1174
mixed,16,8,0.5,4.0,16,8192,1024,4096,2560,154.928,169.711,153.68,-0.0844
mixed,16,8,0.5,4.0,16,8192,2048,8192,5120,181.105,211.07,180.355,-0.025
mixed,16,8,0.5,4.0,16,8192,4096,16384,10240,246.192,306.337,233.713,-0.2075
mixed,16,8,0.5,4.0,16,8192,8192,32768,20480,357.184,780.434,357.986,0.0019
mixed,16,8,0.5,4.0,16,16384,128,512,320,168.015,168.305,167.873,-0.4897
mixed,16,8,0.5,4.0,16,16384,256,1024,640,170.608,170.098,169.441,
mixed,16,8,0.5,4.0,16,16384,512,2048,1280,170.736,173.184,169.791,-0.3857
mixed,16,8,0.5,4.0,16,16384,1024,4096,2560,177.201,195.695,180.192,0.1617
mixed,16,8,0.5,4.0,16,16384,2048,8192,5120,205.216,231.553,201.536,-0.1397
mixed,16,8,0.5,4.0,16,16384,4096,16384,10240,258.88,322.881,254.849,-0.063
mixed,16,8,0.5,4.0,16,16384,8192,32768,20480,397.648,520.977,379.568,-0.1466
mixed,16,8,0.5,4.0,64,0,128,512,320,94.705,99.25,95.711,0.2213
mixed,16,8,0.5,4.0,64,0,256,1024,640,100.752,106.016,101.6,0.1611
mixed,16,8,0.5,4.0,64,0,512,2048,1280,109.217,122.961,113.457,0.3085
mixed,16,8,0.5,4.0,64,0,1024,4096,2560,130.416,151.041,136.481,0.2941
mixed,16,8,0.5,4.0,64,0,2048,8192,5120,166.657,207.359,178.145,0.2822
mixed,16,8,0.5,4.0,64,0,4096,16384,10240,231.904,312.897,259.696,0.3431
mixed,16,8,0.5,4.0,64,0,8192,32768,20480,361.072,512.576,426.784,0.4337
mixed,16,8,0.5,4.0,64,512,128,512,320,119.183,122.112,120.961,0.607
mixed,16,8,0.5,4.0,64,512,256,1024,640,119.311,116.112,121.616,
mixed,16,8,0.5,4.0,64,512,512,2048,1280,136.065,125.601,117.09,
mixed,16,8,0.5,4.0,64,512,1024,4096,2560,132.159,152.721,139.391,0.3517
mixed,16,8,0.5,4.0,64,512,2048,8192,5120,163.826,205.106,178.335,0.3515
mixed,16,8,0.5,4.0,64,512,4096,16384,10240,231.201,364.495,261.346,0.2262
mixed,16,8,0.5,4.0,64,512,8192,32768,20480,414.849,555.137,426.112,0.0803
mixed,16,8,0.5,4.0,64,2048,128,512,320,139.488,138.864,138.561,
mixed,16,8,0.5,4.0,64,2048,256,1024,640,138.752,143.184,139.026,0.0617
mixed,16,8,0.5,4.0,64,2048,512,2048,1280,142.864,152.305,152.304,1.0
mixed,16,8,0.5,4.0,64,2048,1024,4096,2560,185.537,162.303,185.135,
mixed,16,8,0.5,4.0,64,2048,2048,8192,5120,242.032,216.273,225.138,
mixed,16,8,0.5,4.0,64,2048,4096,16384,10240,336.448,307.457,270.849,
mixed,16,8,0.5,4.0,64,2048,8192,32768,20480,364.657,662.274,425.583,0.2047
mixed,16,8,0.5,4.0,64,8192,128,512,320,189.649,205.393,188.958,-0.0439
mixed,16,8,0.5,4.0,64,8192,256,1024,640,207.327,206.591,206.879,
mixed,16,8,0.5,4.0,64,8192,512,2048,1280,216.015,217.024,200.095,-15.7941
mixed,16,8,0.5,4.0,64,8192,1024,4096,2560,217.166,237.455,218.017,0.0419
mixed,16,8,0.5,4.0,64,8192,2048,8192,5120,230.736,271.745,274.065,1.0566
mixed,16,8,0.5,4.0,64,8192,4096,16384,10240,431.009,366.272,440.257,
mixed,16,8,0.5,4.0,64,8192,8192,32768,20480,616.69,564.196,555.456,
mixed,16,8,0.5,4.0,64,16384,128,512,320,278.113,283.81,280.593,0.4353
mixed,16,8,0.5,4.0,64,16384,256,1024,640,294.354,294.434,269.587,-309.5937
mixed,16,8,0.5,4.0,64,16384,512,2048,1280,295.505,294.929,294.559,
mixed,16,8,0.5,4.0,64,16384,1024,4096,2560,315.298,324.707,297.506,-1.8909
mixed,16,8,0.5,4.0,64,16384,2048,8192,5120,324.369,371.825,323.985,-0.0081
mixed,16,8,0.5,4.0,64,16384,4096,16384,10240,365.49,436.964,437.248,1.004
mixed,16,8,0.5,4.0,64,16384,8192,32768,20480,747.362,634.817,758.433,
mixed,16,8,0.5,4.0,256,0,128,512,320,162.448,117.792,163.201,
mixed,16,8,0.5,4.0,256,0,256,1024,640,121.728,137.328,134.769,0.836
mixed,16,8,0.5,4.0,256,0,512,2048,1280,147.025,175.489,174.206,0.9549
mixed,16,8,0.5,4.0,256,0,1024,4096,2560,198.015,256.88,252.704,0.9291
mixed,16,8,0.5,4.0,256,0,2048,8192,5120,295.346,412.436,409.01,0.9707
mixed,16,8,0.5,4.0,256,0,4096,16384,10240,489.04,719.362,716.082,0.9858
mixed,16,8,0.5,4.0,256,0,8192,32768,20480,870.847,1333.795,1331.811,0.9957
mixed,16,8,0.5,4.0,256,512,128,512,320,193.361,191.022,188.96,
mixed,16,8,0.5,4.0,256,512,256,1024,640,197.439,213.296,208.049,0.6691
mixed,16,8,0.5,4.0,256,512,512,2048,1280,222.93,254.048,248.911,0.8349
mixed,16,8,0.5,4.0,256,512,1024,4096,2560,197.505,259.137,253.426,0.9073
mixed,16,8,0.5,4.0,256,512,2048,8192,5120,296.0,415.825,412.497,0.9722
mixed,16,8,0.5,4.0,256,512,4096,16384,10240,490.225,724.18,721.439,0.9883
mixed,16,8,0.5,4.0,256,512,8192,32768,20480,878.851,1344.484,1337.731,0.9855
mixed,16,8,0.5,4.0,256,2048,128,512,320,251.089,265.393,235.393,-1.0972
mixed,16,8,0.5,4.0,256,2048,256,1024,640,276.063,307.248,304.145,0.9005
mixed,16,8,0.5,4.0,256,2048,512,2048,1280,327.649,314.351,309.089,
mixed,16,8,0.5,4.0,256,2048,1024,4096,2560,334.736,391.649,390.353,0.9772
mixed,16,8,0.5,4.0,256,2048,2048,8192,5120,434.223,419.074,545.809,
mixed,16,8,0.5,4.0,256,2048,4096,16384,10240,496.754,730.209,725.761,0.9809
mixed,16,8,0.5,4.0,256,2048,8192,32768,20480,880.195,1351.49,1351.105,0.9992
mixed,16,8,0.5,4.0,256,8192,128,512,320,462.258,462.788,462.514,0.4844
mixed,16,8,0.5,4.0,256,8192,256,1024,640,463.296,490.097,464.113,0.0305
mixed,16,8,0.5,4.0,256,8192,512,2048,1280,561.76,624.08,507.217,-0.8752
mixed,16,8,0.5,4.0,256,8192,1024,4096,2560,662.098,776.657,777.44,1.0068
mixed,16,8,0.5,4.0,256,8192,2048,8192,5120,857.81,787.746,782.596,
mixed,16,8,0.5,4.0,256,8192,4096,16384,10240,862.147,1096.916,1092.418,0.9808
mixed,16,8,0.5,4.0,256,8192,8192,32768,20480,1250.532,1349.539,1708.662,4.6272
mixed,16,8,0.5,4.0,256,16384,128,512,320,772.05,774.964,773.443,0.4781
mixed,16,8,0.5,4.0,256,16384,256,1024,640,771.971,772.466,772.515,1.098
mixed,16,8,0.5,4.0,256,16384,512,2048,1280,772.818,803.908,773.905,0.035
mixed,16,8,0.5,4.0,256,16384,1024,4096,2560,963.699,1091.012,852.835,-0.8708
mixed,16,8,0.5,4.0,256,16384,2048,8192,5120,1161.62,1397.955,1390.69,0.9693
mixed,16,8,0.5,4.0,256,16384,4096,16384,10240,1547.604,1400.292,1392.979,
mixed,16,8,0.5,4.0,256,16384,8192,32768,20480,1549.556,2017.909,2012.867,0.9892
mixed,16,8,0.5,4.0,1024,0,128,512,320,229.172,234.081,230.353,0.2407
mixed,16,8,0.5,4.0,1024,0,256,1024,640,239.376,245.299,240.801,0.2406
mixed,16,8,0.5,4.0,1024,0,512,2048,1280,251.363,263.073,255.488,0.3523
mixed,16,8,0.5,4.0,1024,0,1024,4096,2560,270.88,296.544,271.906,0.04
mixed,16,8,0.5,4.0,1024,0,2048,8192,5120,308.623,349.583,311.519,0.0707
mixed,16,8,0.5,4.0,1024,0,4096,16384,10240,372.816,455.439,380.576,0.0939
mixed,16,8,0.5,4.0,1024,0,8192,32768,20480,505.889,656.194,505.762,-0.0008
mixed,16,8,0.5,4.0,1024,512,128,512,320,334.753,343.266,339.871,0.6013
mixed,16,8,0.5,4.0,1024,512,256,1024,640,346.722,353.429,346.879,0.0235
mixed,16,8,0.5,4.0,1024,512,512,2048,1280,358.755,370.115,360.592,0.1617
mixed,16,8,0.5,4.0,1024,512,1024,4096,2560,378.513,404.608,379.217,0.027
mixed,16,8,0.5,4.0,1024,512,2048,8192,5120,420.304,459.249,418.207,-0.0538
mixed,16,8,0.5,4.0,1024,512,4096,16384,10240,483.597,567.156,488.815,0.0624
mixed,16,8,0.5,4.0,1024,512,8192,32768,20480,614.195,764.403,615.076,0.0059
mixed,16,8,0.5,4.0,1024,2048,128,512,320,461.25,465.792,461.204,-0.0101
mixed,16,8,0.5,4.0,1024,2048,256,1024,640,471.472,476.528,471.569,0.0192
mixed,16,8,0.5,4.0,1024,2048,512,2048,1280,482.611,493.276,484.383,0.1661
mixed,16,8,0.5,4.0,1024,2048,1024,4096,2560,501.423,527.506,503.664,0.0859
mixed,16,8,0.5,4.0,1024,2048,2048,8192,5120,539.345,579.169,541.442,0.0527
mixed,16,8,0.5,4.0,1024,2048,4096,16384,10240,604.356,685.568,613.312,0.1103
mixed,16,8,0.5,4.0,1024,2048,8192,32768,20480,731.732,884.804,738.854,0.0465
mixed,16,8,0.5,4.0,1024,8192,128,512,320,960.37,963.57,962.852,0.7755
mixed,16,8,0.5,4.0,1024,8192,256,1024,640,966.771,974.404,970.885,0.539
mixed,16,8,0.5,4.0,1024,8192,512,2048,1280,980.579,990.147,982.929,0.2457
mixed,16,8,0.5,4.0,1024,8192,1024,4096,2560,994.658,1023.2,997.794,0.1099
mixed,16,8,0.5,4.0,1024,8192,2048,8192,5120,1029.283,1068.018,1033.264,0.1028
mixed,16,8,0.5,4.0,1024,8192,4096,16384,10240,1098.725,1175.32,1101.652,0.0382
mixed,16,8,0.5,4.0,1024,8192,8192,32768,20480,1226.389,1373.331,1223.46,-0.0199
mixed,16,8,0.5,4.0,1024,16384,128,512,320,1591.315,1590.995,1593.924,
mixed,16,8,0.5,4.0,1024,16384,256,1024,640,1596.836,1603.907,1599.987,0.4456
mixed,16,8,0.5,4.0,1024,16384,512,2048,1280,1610.372,1624.964,1613.016,0.1812
mixed,16,8,0.5,4.0,1024,16384,1024,4096,2560,1627.704,1650.551,1630.434,0.1195
mixed,16,8,0.5,4.0,1024,16384,2048,8192,5120,1668.596,1695.731,1661.075,-0.2771
mixed,16,8,0.5,4.0,1024,16384,4096,16384,10240,1728.484,1809.877,1734.838,0.0781
mixed,16,8,0.5,4.0,1024,16384,8192,32768,20480,1853.334,2008.342,1855.318,0.0128
mixed,16,8,0.5,4.0,4096,0,128,512,320,685.123,690.951,683.826,-0.2225
mixed,16,8,0.5,4.0,4096,0,256,1024,640,693.122,697.568,693.919,0.1794
mixed,16,8,0.5,4.0,4096,0,512,2048,1280,705.728,717.701,706.577,0.071
mixed,16,8,0.5,4.0,4096,0,1024,4096,2560,725.085,752.87,725.504,0.015
mixed,16,8,0.5,4.0,4096,0,2048,8192,5120,765.778,802.93,765.475,-0.0082
mixed,16,8,0.5,4.0,4096,0,4096,16384,10240,829.695,911.922,838.785,0.1105
mixed,16,8,0.5,4.0,4096,0,8192,32768,20480,956.449,1110.018,961.874,0.0353
mixed,16,8,0.5,4.0,4096,512,128,512,320,893.221,900.718,893.909,0.0918
mixed,16,8,0.5,4.0,4096,512,256,1024,640,905.636,907.41,906.641,0.5664
mixed,16,8,0.5,4.0,4096,512,512,2048,1280,916.499,927.399,918.404,0.1747
mixed,16,8,0.5,4.0,4096,512,1024,4096,2560,934.002,956.132,935.953,0.0882
mixed,16,8,0.5,4.0,4096,512,2048,8192,5120,970.23,1009.043,974.193,0.1021
mixed,16,8,0.5,4.0,4096,512,4096,16384,10240,1036.979,1116.838,1043.955,0.0873
mixed,16,8,0.5,4.0,4096,512,8192,32768,20480,1164.516,1317.464,1167.428,0.019
mixed,16,8,0.5,4.0,4096,2048,128,512,320,1192.307,1190.163,1184.964,
mixed,16,8,0.5,4.0,4096,2048,256,1024,640,1195.283,1203.843,1195.362,0.0092
mixed,16,8,0.5,4.0,4096,2048,512,2048,1280,1214.211,1218.784,1213.909,-0.0659
mixed,16,8,0.5,4.0,4096,2048,1024,4096,2560,1223.682,1248.515,1225.735,0.0827
mixed,16,8,0.5,4.0,4096,2048,2048,8192,5120,1265.428,1297.728,1260.936,-0.1391
mixed,16,8,0.5,4.0,4096,2048,4096,16384,10240,1327.81,1407.298,1333.461,0.0711
mixed,16,8,0.5,4.0,4096,2048,8192,32768,20480,1454.293,1602.518,1456.55,0.0152
mixed,16,8,0.5,4.0,4096,8192,128,512,320,2319.098,2322.791,2317.526,-0.4255
mixed,16,8,0.5,4.0,4096,8192,256,1024,640,2327.702,2331.48,2330.23,0.6692
mixed,16,8,0.5,4.0,4096,8192,512,2048,1280,2339.86,2347.447,2339.155,-0.0928
mixed,16,8,0.5,4.0,4096,8192,1024,4096,2560,2353.736,2376.007,2357.186,0.1549
mixed,16,8,0.5,4.0,4096,8192,2048,8192,5120,2390.389,2426.71,2387.385,-0.0827
mixed,16,8,0.5,4.0,4096,8192,4096,16384,10240,2452.949,2531.975,2469.013,0.2033
mixed,16,8,0.5,4.0,4096,8192,8192,32768,20480,2581.859,2730.359,2583.352,0.0101
mixed,16,8,0.5,4.0,4096,16384,128,512,320,3789.962,3796.855,3814.908,3.6186
mixed,16,8,0.5,4.0,4096,16384,256,1024,640,3799.817,3825.64,3803.194,0.1308
mixed,16,8,0.5,4.0,4096,16384,512,2048,1280,3812.399,3828.008,3825.021,0.8086
mixed,16,8,0.5,4.0,4096,16384,1024,4096,2560,3847.885,3860.779,3838.104,-0.7585
mixed,16,8,0.5,4.0,4096,16384,2048,8192,5120,3867.497,3908.637,3867.578,0.002
mixed,16,8,0.5,4.0,4096,16384,4096,16384,10240,3930.747,4007.216,3945.56,0.1937
mixed,16,8,0.5,4.0,4096,16384,8192,32768,20480,4061.017,4221.932,4064.569,0.0221
pure,16,12,0.75,4.0,0,0,128,512,416,78.752,80.703,77.745,-0.5164
pure,16,12,0.75,4.0,0,0,256,1024,832,90.737,89.824,89.184,
pure,16,12,0.75,4.0,0,0,512,2048,1664,99.392,105.76,99.999,0.0953
pure,16,12,0.75,4.0,0,0,1024,4096,3328,121.713,132.863,124.209,0.2239
pure,16,12,0.75,4.0,0,0,2048,8192,6656,166.865,183.12,162.673,-0.2579
pure,16,12,0.75,4.0,0,0,4096,16384,13312,247.695,288.192,247.473,-0.0055
pure,16,12,0.75,4.0,0,0,8192,32768,26624,410.403,487.587,412.96,0.0331
mixed,16,12,0.75,4.0,16,0,128,512,416,89.071,93.441,90.657,0.363
mixed,16,12,0.75,4.0,16,0,256,1024,832,102.863,102.462,99.214,
mixed,16,12,0.75,4.0,16,0,512,2048,1664,110.257,116.976,111.954,0.2525
mixed,16,12,0.75,4.0,16,0,1024,4096,3328,134.288,145.392,134.85,0.0505
mixed,16,12,0.75,4.0,16,0,2048,8192,6656,178.143,196.272,179.681,0.0848
mixed,16,12,0.75,4.0,16,0,4096,16384,13312,261.393,297.825,258.738,-0.0729
mixed,16,12,0.75,4.0,16,0,8192,32768,26624,427.472,501.073,424.016,-0.0469
mixed,16,12,0.75,4.0,16,512,128,512,416,104.177,104.577,103.826,-0.8763
mixed,16,12,0.75,4.0,16,512,256,1024,832,109.152,112.015,108.945,-0.0721
mixed,16,12,0.75,4.0,16,512,512,2048,1664,111.232,122.287,112.703,0.1331
mixed,16,12,0.75,4.0,16,512,1024,4096,3328,133.071,145.488,134.513,0.1161
mixed,16,12,0.75,4.0,16,512,2048,8192,6656,174.722,196.031,175.535,0.0382
mixed,16,12,0.75,4.0,16,512,4096,16384,13312,262.864,302.69,260.4,-0.0619
mixed,16,12,0.75,4.0,16,512,8192,32768,26624,425.889,502.003,446.098,0.2655
mixed,16,12,0.75,4.0,16,2048,128,512,416,113.999,117.935,113.266,-0.1861
mixed,16,12,0.75,4.0,16,2048,256,1024,832,117.215,120.096,117.632,0.1446
mixed,16,12,0.75,4.0,16,2048,512,2048,1664,123.858,127.616,122.207,-0.439
mixed,16,12,0.75,4.0,16,2048,1024,4096,3328,140.481,146.882,144.386,0.61
mixed,16,12,0.75,4.0,16,2048,2048,8192,6656,175.569,197.84,179.536,0.1781
mixed,16,12,0.75,4.0,16,2048,4096,16384,13312,368.45,302.626,265.137,
mixed,16,12,0.75,4.0,16,2048,8192,32768,26624,426.386,505.202,433.619,0.0918
mixed,16,12,0.75,4.0,16,8192,128,512,416,140.418,140.114,139.377,
mixed,16,12,0.75,4.0,16,8192,256,1024,832,143.648,140.767,138.752,
mixed,16,12,0.75,4.0,16,8192,512,2048,1664,143.327,150.144,148.32,0.7324
mixed,16,12,0.75,4.0,16,8192,1024,4096,3328,161.119,170.001,161.441,0.0362
mixed,16,12,0.75,4.0,16,8192,2048,8192,6656,198.208,210.737,196.288,-0.1532
mixed,16,12,0.75,4.0,16,8192,4096,16384,13312,281.985,303.666,269.841,-0.5601
mixed,16,12,0.75,4.0,16,8192,8192,32768,26624,439.506,781.216,440.592,0.0032
mixed,16,12,0.75,4.0,16,16384,128,512,416,168.833,168.674,169.153,
mixed,16,12,0.75,4.0,16,16384,256,1024,832,170.465,170.337,169.663,
mixed,16,12,0.75,4.0,16,16384,512,2048,1664,172.705,174.017,170.385,-1.7693
mixed,16,12,0.75,4.0,16,16384,1024,4096,3328,185.888,195.043,184.96,-0.1014
mixed,16,12,0.75,4.0,16,16384,2048,8192,6656,215.263,232.176,213.04,-0.1315
mixed,16,12,0.75,4.0,16,16384,4096,16384,13312,296.065,324.335,290.56,-0.1947
mixed,16,12,0.75,4.0,16,16384,8192,32768,26624,461.553,522.447,447.489,-0.231
mixed,16,12,0.75,4.0,64,0,128,512,416,97.294,98.625,97.663,0.2773
mixed,16,12,0.75,4.0,64,0,256,1024,832,102.976,106.255,104.144,0.3564
mixed,16,12,0.75,4.0,64,0,512,2048,1664,115.186,123.296,118.256,0.3787
mixed,16,12,0.75,4.0,64,0,1024,4096,3328,140.241,150.336,143.681,0.3407
mixed,16,12,0.75,4.0,64,0,2048,8192,6656,185.694,205.52,187.823,0.1074
mixed,16,12,0.75,4.0,64,0,4096,16384,13312,269.425,312.688,280.865,0.2644
mixed,16,12,0.75,4.0,64,0,8192,32768,26624,437.217,511.905,455.921,0.2504
mixed,16,12,0.75,4.0,64,512,128,512,416,121.506,122.881,121.727,0.1614
mixed,16,12,0.75,4.0,64,512,256,1024,832,114.946,116.064,115.633,0.6152
mixed,16,12,0.75,4.0,64,512,512,2048,1664,128.078,126.081,129.471,
mixed,16,12,0.75,4.0,64,512,1024,4096,3328,144.24,152.544,141.664,-0.3102
mixed,16,12,0.75,4.0,64,512,2048,8192,6656,183.807,208.897,190.69,0.2743
mixed,16,12,0.75,4.0,64,512,4096,16384,13312,270.064,364.24,284.209,0.1502
mixed,16,12,0.75,4.0,64,512,8192,32768,26624,481.187,555.457,453.408,-0.374
mixed,16,12,0.75,4.0,64,2048,128,512,416,138.624,139.023,138.639,0.0401
mixed,16,12,0.75,4.0,64,2048,256,1024,832,142.447,140.482,142.4,
mixed,16,12,0.75,4.0,64,2048,512,2048,1664,176.049,153.121,172.256,
mixed,16,12,0.75,4.0,64,2048,1024,4096,3328,165.376,161.886,161.552,
mixed,16,12,0.75,4.0,64,2048,2048,8192,6656,193.041,215.872,197.889,0.2123
mixed,16,12,0.75,4.0,64,2048,4096,16384,13312,276.867,308.256,278.976,0.0672
mixed,16,12,0.75,4.0,64,2048,8192,32768,26624,437.183,660.098,458.993,0.0978
mixed,16,12,0.75,4.0,64,8192,128,512,416,206.465,206.223,206.607,
mixed,16,12,0.75,4.0,64,8192,256,1024,832,207.392,206.194,205.409,
mixed,16,12,0.75,4.0,64,8192,512,2048,1664,244.193,217.105,273.792,
mixed,16,12,0.75,4.0,64,8192,1024,4096,3328,286.593,235.967,291.329,
mixed,16,12,0.75,4.0,64,8192,2048,8192,6656,366.098,271.267,370.191,
mixed,16,12,0.75,4.0,64,8192,4096,16384,13312,329.091,371.456,322.481,-0.156
mixed,16,12,0.75,4.0,64,8192,8192,32768,26624,476.994,558.241,743.41,3.2791
mixed,16,12,0.75,4.0,64,16384,128,512,416,273.793,283.184,278.945,0.5486
mixed,16,12,0.75,4.0,64,16384,256,1024,832,294.193,294.913,294.545,0.4885
mixed,16,12,0.75,4.0,64,16384,512,2048,1664,294.625,294.384,295.41,
mixed,16,12,0.75,4.0,64,16384,1024,4096,3328,376.017,325.44,432.032,
mixed,16,12,0.75,4.0,64,16384,2048,8192,6656,462.193,369.249,483.984,
mixed,16,12,0.75,4.0,64,16384,4096,16384,13312,626.484,437.988,618.626,
mixed,16,12,0.75,4.0,64,16384,8192,32768,26624,543.793,638.816,546.017,0.0234
mixed,16,12,0.75,4.0,256,0,128,512,416,114.894,117.519,114.478,-0.1587
mixed,16,12,0.75,4.0,256,0,256,1024,832,129.856,136.255,136.575,1.0499
mixed,16,12,0.75,4.0,256,0,512,2048,1664,160.609,177.106,175.33,0.8924
mixed,16,12,0.75,4.0,256,0,1024,4096,3328,226.928,255.681,254.291,0.9517
mixed,16,12,0.75,4.0,256,0,2048,8192,6656,352.401,411.681,412.816,1.0192
mixed,16,12,0.75,4.0,256,0,4096,16384,13312,602.978,721.986,722.786,1.0067
mixed,16,12,0.75,4.0,256,0,8192,32768,26624,1106.562,1338.74,1338.066,0.9971
mixed,16,12,0.75,4.0,256,512,128,512,416,197.696,192.37,190.847,
mixed,16,12,0.75,4.0,256,512,256,1024,832,201.696,213.056,210.497,0.7747
mixed,16,12,0.75,4.0,256,512,512,2048,1664,237.776,254.337,252.114,0.8658
mixed,16,12,0.75,4.0,256,512,1024,4096,3328,226.545,257.345,256.433,0.9704
mixed,16,12,0.75,4.0,256,512,2048,8192,6656,353.424,414.481,413.585,0.9853
mixed,16,12,0.75,4.0,256,512,4096,16384,13312,605.154,724.035,723.585,0.9962
mixed,16,12,0.75,4.0,256,512,8192,32768,26624,1106.659,1339.795,1338.612,0.9949
mixed,16,12,0.75,4.0,256,2048,128,512,416,256.69,265.921,266.001,1.0086
mixed,16,12,0.75,4.0,256,2048,256,1024,832,292.593,308.434,307.65,0.9505
mixed,16,12,0.75,4.0,256,2048,512,2048,1664,299.217,313.52,310.8,0.8099
mixed,16,12,0.75,4.0,256,2048,1024,4096,3328,365.665,394.609,392.689,0.9337
mixed,16,12,0.75,4.0,256,2048,2048,8192,6656,491.457,419.346,547.777,
mixed,16,12,0.75,4.0,256,2048,4096,16384,13312,611.651,729.843,728.85,0.9916
mixed,16,12,0.75,4.0,256,2048,8192,32768,26624,1114.004,1344.629,1349.058,1.0192
mixed,16,12,0.75,4.0,256,8192,128,512,416,461.906,463.201,462.801,0.6912
mixed,16,12,0.75,4.0,256,8192,256,1024,832,463.872,488.768,463.73,-0.0057
mixed,16,12,0.75,4.0,256,8192,512,2048,1664,592.082,622.673,619.873,0.9085
mixed,16,12,0.75,4.0,256,8192,1024,4096,3328,719.028,779.905,779.329,0.9905
mixed,16,12,0.75,4.0,256,8192,2048,8192,6656,725.538,785.09,783.971,0.9812
mixed,16,12,0.75,4.0,256,8192,4096,16384,13312,977.455,1099.155,1092.562,0.9458
mixed,16,12,0.75,4.0,256,8192,8192,32768,26624,1482.003,1348.179,1718.996,
mixed,16,12,0.75,4.0,256,16384,128,512,416,771.875,772.435,771.57,-0.546
mixed,16,12,0.75,4.0,256,16384,256,1024,832,772.338,772.912,772.787,0.7815
mixed,16,12,0.75,4.0,256,16384,512,2048,1664,771.908,803.218,774.082,0.0694
mixed,16,12,0.75,4.0,256,16384,1024,4096,3328,1027.842,1086.162,1086.722,1.0096
mixed,16,12,0.75,4.0,256,16384,2048,8192,6656,1276.817,1391.442,1393.827,1.0208
mixed,16,12,0.75,4.0,256,16384,4096,16384,13312,1287.716,1398.37,1398.101,0.9976
mixed,16,12,0.75,4.0,256,16384,8192,32768,26624,1785.75,2016.292,2018.212,1.0083
mixed,16,12,0.75,4.0,1024,0,128,512,416,233.984,234.322,233.666,-0.9437
mixed,16,12,0.75,4.0,1024,0,256,1024,832,245.827,245.329,245.731,
mixed,16,12,0.75,4.0,1024,0,512,2048,1664,257.281,262.082,258.481,0.2499
mixed,16,12,0.75,4.0,1024,0,1024,4096,3328,283.345,296.69,285.728,0.1786
mixed,16,12,0.75,4.0,1024,0,2048,8192,6656,328.992,349.118,328.144,-0.0421
mixed,16,12,0.75,4.0,1024,0,4096,16384,13312,415.718,456.499,413.955,-0.0432
mixed,16,12,0.75,4.0,1024,0,8192,32768,26624,578.869,654.817,580.641,0.0233
mixed,16,12,0.75,4.0,1024,512,128,512,416,342.931,341.906,343.745,
mixed,16,12,0.75,4.0,1024,512,256,1024,832,353.534,353.699,353.904,2.2424
mixed,16,12,0.75,4.0,1024,512,512,2048,1664,364.764,370.835,363.983,-0.1287
mixed,16,12,0.75,4.0,1024,512,1024,4096,3328,390.768,404.849,392.0,0.0875
mixed,16,12,0.75,4.0,1024,512,2048,8192,6656,440.212,459.478,439.779,-0.0224
mixed,16,12,0.75,4.0,1024,512,4096,16384,13312,522.732,565.155,523.567,0.0197
mixed,16,12,0.75,4.0,1024,512,8192,32768,26624,687.475,762.483,692.066,0.0612
mixed,16,12,0.75,4.0,1024,2048,128,512,416,466.212,465.842,465.489,
mixed,16,12,0.75,4.0,1024,2048,256,1024,832,477.266,477.617,475.408,-5.2949
